Age,Education_Level,Occupation,Number_of_Dependents,Location,Work_Experience,Marital_Status,Employment_Status,Household_Size,Homeownership_Status,Type_of_Housing,Gender,Primary_Mode_of_Transportation,Income
26,High School,Others,2,Rural,8,Single,Full-Time,4,Rent,Single-Family Home,Female,Public Transit,2890510.4000000004
65,Bachelor'S,Others,2,Urban,35,Single,Full-Time,4,Own,Apartment,Female,Biking,70984.0
35,Bachelor'S,Finance,0,Urban,4,Single,Full-Time,7,Rent,Single-Family Home,Male,Public Transit,1077882.0
60,High School,Education,3,Urban,14,Single,Full-Time,7,Rent,Single-Family Home,Male,Public Transit,66668.0
52,Bachelor'S,Healthcare,2,Suburban,8,Married,Part-Time,7,Rent,Townhouse,Female,Biking,85855.0
51,Bachelor'S,Education,4,Urban,24,Single,Full-Time,3,Rent,Townhouse,Female,Car,518470.0
58,Bachelor'S,Healthcare,4,Urban,45,Single,Full-Time,5,Own,Single-Family Home,Male,Car,66514.0
31,Bachelor'S,Healthcare,3,Urban,27,Married,Part-Time,4,Own,Apartment,Female,Public Transit,73366.0
21,High School,Technology,4,Urban,26,Married,Full-Time,1,Own,Single-Family Home,Female,Biking,65064.0
46,Master'S,Finance,5,Urban,45,Single,Part-Time,6,Rent,Apartment,Male,Car,1672481.0
58,Bachelor'S,Healthcare,3,Urban,45,Single,Full-Time,7,Own,Townhouse,Male,Public Transit,36121.95
62,High School,Technology,4,Urban,32,Married,Full-Time,3,Own,Apartment,Female,Car,69316.0
65,Master'S,Education,0,Urban,45,Single,Part-Time,5,Rent,Apartment,Male,Car,171819.0
32,High School,Others,4,Urban,32,Married,Self-Employed,2,Own,Single-Family Home,Male,Biking,70232.0
45,High School,Healthcare,0,Rural,37,Single,Part-Time,7,Own,Apartment,Female,Car,343764.0
59,Bachelor'S,Technology,4,Suburban,7,Married,Full-Time,1,Rent,Apartment,Male,Car,67890.0
33,Master'S,Others,4,Urban,3,Married,Part-Time,1,Rent,Single-Family Home,Male,Car,251315.0
29,Doctorate,Education,4,Urban,45,Married,Part-Time,3,Own,Apartment,Male,Public Transit,70480.0
65,Master'S,Finance,0,Urban,42,Single,Self-Employed,7,Own,Townhouse,Female,Public Transit,66732.0
22,Bachelor'S,Others,4,Urban,35,Married,Part-Time,2,Rent,Apartment,Female,Car,66908.0
51,Bachelor'S,Healthcare,4,Rural,42,Married,Self-Employed,1,Own,Apartment,Male,Walking,72892.0
59,Bachelor'S,Others,5,Urban,30,Single,Full-Time,1,Rent,Apartment,Male,Walking,66798.0
18,High School,Finance,1,Rural,9,Married,Full-Time,7,Own,Apartment,Male,Public Transit,1184398.0
56,Doctorate,Healthcare,0,Rural,45,Divorced,Full-Time,3,Own,Apartment,Female,Car,71048.0
49,High School,Education,5,Urban,40,Single,Part-Time,1,Rent,Apartment,Male,Car,2890510.4000000004
43,Bachelor'S,Technology,2,Urban,41,Married,Part-Time,6,Own,Single-Family Home,Female,Public Transit,67586.0
34,Master'S,Others,3,Urban,7,Married,Full-Time,5,Own,Townhouse,Female,Walking,70010.0
65,Master'S,Healthcare,1,Urban,29,Married,Full-Time,2,Rent,Apartment,Female,Public Transit,1793003.0
44,High School,Finance,5,Suburban,13,Single,Part-Time,4,Rent,Single-Family Home,Female,Public Transit,38535.0
41,High School,Healthcare,5,Urban,44,Single,Part-Time,4,Rent,Townhouse,Male,Walking,377164.0
52,Bachelor'S,Finance,4,Urban,34,Divorced,Full-Time,2,Rent,Apartment,Male,Walking,2533056.0
63,Bachelor'S,Technology,2,Rural,45,Married,Self-Employed,6,Rent,Townhouse,Female,Public Transit,72866.0
59,Bachelor'S,Technology,2,Rural,45,Married,Full-Time,5,Rent,Apartment,Female,Walking,2306393.0
56,Bachelor'S,Technology,4,Urban,2,Married,Self-Employed,3,Own,Townhouse,Male,Car,65136.0
43,Doctorate,Others,5,Suburban,28,Married,Full-Time,3,Own,Single-Family Home,Female,Car,75458.0
65,High School,Education,5,Urban,15,Single,Full-Time,4,Own,Townhouse,Male,Public Transit,66598.0
55,Bachelor'S,Finance,4,Suburban,9,Single,Full-Time,1,Own,Apartment,Female,Public Transit,68404.0
40,Bachelor'S,Healthcare,1,Urban,3,Married,Part-Time,2,Rent,Apartment,Male,Car,1325791.0
39,High School,Finance,0,Rural,45,Married,Full-Time,5,Own,Single-Family Home,Female,Public Transit,72072.0
21,High School,Finance,1,Urban,3,Divorced,Full-Time,3,Own,Apartment,Male,Biking,2890510.4000000004
65,Master'S,Education,0,Urban,1,Single,Self-Employed,2,Rent,Townhouse,Female,Car,105919.0
26,Master'S,Finance,2,Urban,10,Married,Self-Employed,1,Own,Townhouse,Female,Public Transit,2828663.0
21,High School,Technology,3,Urban,14,Married,Full-Time,4,Own,Single-Family Home,Male,Car,70354.0
24,Master'S,Others,4,Urban,10,Married,Part-Time,1,Rent,Single-Family Home,Female,Walking,73828.0
40,High School,Healthcare,1,Suburban,22,Married,Full-Time,5,Own,Townhouse,Female,Biking,67894.0
19,Bachelor'S,Healthcare,2,Suburban,37,Single,Part-Time,6,Own,Single-Family Home,Female,Public Transit,71246.0
65,High School,Finance,1,Suburban,45,Single,Full-Time,6,Rent,Apartment,Male,Car,68864.0
41,Master'S,Finance,5,Suburban,29,Single,Full-Time,4,Own,Single-Family Home,Male,Public Transit,75384.0
57,High School,Technology,0,Rural,45,Single,Part-Time,1,Own,Single-Family Home,Female,Car,70156.0
48,Bachelor'S,Others,4,Suburban,0,Single,Full-Time,7,Own,Single-Family Home,Male,Public Transit,67324.0
64,Master'S,Technology,5,Urban,44,Married,Full-Time,7,Rent,Apartment,Female,Public Transit,2890510.4000000004
48,High School,Others,0,Suburban,32,Single,Self-Employed,6,Rent,Single-Family Home,Male,Public Transit,2890510.4000000004
64,Bachelor'S,Technology,5,Urban,44,Married,Part-Time,7,Rent,Single-Family Home,Male,Public Transit,948769.0
57,High School,Healthcare,0,Rural,36,Divorced,Full-Time,5,Rent,Single-Family Home,Female,Car,2194157.0
65,Bachelor'S,Education,0,Urban,22,Married,Full-Time,6,Own,Townhouse,Male,Biking,65592.0
65,Bachelor'S,Others,5,Urban,45,Single,Part-Time,5,Own,Apartment,Female,Public Transit,2890510.4000000004
60,Bachelor'S,Education,2,Urban,45,Single,Self-Employed,5,Rent,Single-Family Home,Male,Public Transit,67494.0
51,Master'S,Others,4,Urban,17,Married,Self-Employed,2,Own,Single-Family Home,Male,Car,74926.0
41,Bachelor'S,Finance,3,Urban,9,Single,Part-Time,5,Own,Apartment,Male,Walking,69062.0
65,High School,Education,1,Rural,16,Divorced,Part-Time,3,Rent,Apartment,Female,Public Transit,1869240.0
43,Bachelor'S,Technology,0,Urban,6,Married,Part-Time,5,Own,Apartment,Female,Car,2890510.4000000004
33,Master'S,Technology,4,Urban,14,Married,Full-Time,1,Own,Townhouse,Female,Car,68168.0
64,Doctorate,Technology,1,Urban,45,Married,Self-Employed,3,Rent,Single-Family Home,Male,Public Transit,2750008.0
30,High School,Healthcare,4,Urban,26,Divorced,Full-Time,4,Own,Apartment,Male,Biking,70514.0
32,Bachelor'S,Others,5,Urban,8,Married,Part-Time,6,Rent,Apartment,Female,Car,71262.0
44,Master'S,Technology,1,Urban,20,Married,Part-Time,6,Rent,Single-Family Home,Male,Public Transit,2890510.4000000004
21,Master'S,Others,4,Urban,36,Married,Full-Time,3,Rent,Apartment,Female,Car,69823.0
33,Bachelor'S,Technology,3,Urban,28,Married,Full-Time,1,Own,Apartment,Female,Public Transit,68122.0
47,High School,Education,4,Urban,41,Single,Part-Time,7,Own,Apartment,Male,Car,1127754.0
61,High School,Technology,4,Suburban,44,Single,Full-Time,6,Rent,Apartment,Female,Biking,411813.0
47,High School,Finance,0,Urban,32,Single,Full-Time,6,Rent,Single-Family Home,Male,Car,67236.0
53,Master'S,Education,0,Urban,5,Single,Part-Time,4,Rent,Single-Family Home,Male,Public Transit,71876.0
20,High School,Others,0,Urban,24,Married,Self-Employed,1,Rent,Single-Family Home,Male,Public Transit,1781661.0
39,Bachelor'S,Technology,5,Urban,34,Single,Full-Time,7,Own,Townhouse,Male,Public Transit,36121.95
65,Bachelor'S,Others,4,Urban,16,Single,Part-Time,1,Rent,Single-Family Home,Female,Public Transit,72672.0
39,Bachelor'S,Others,3,Urban,43,Single,Full-Time,2,Rent,Single-Family Home,Male,Walking,570921.0
65,Bachelor'S,Finance,1,Rural,26,Divorced,Part-Time,2,Rent,Apartment,Female,Public Transit,538153.0
65,Bachelor'S,Technology,0,Urban,42,Married,Self-Employed,1,Own,Apartment,Male,Public Transit,121305.0
65,Bachelor'S,Technology,2,Urban,39,Married,Full-Time,5,Own,Single-Family Home,Female,Public Transit,69304.0
29,High School,Finance,4,Urban,24,Married,Self-Employed,2,Rent,Single-Family Home,Male,Car,66188.0
38,Bachelor'S,Technology,3,Urban,11,Married,Self-Employed,7,Own,Single-Family Home,Female,Walking,65464.0
21,Master'S,Finance,3,Urban,42,Married,Part-Time,6,Own,Single-Family Home,Male,Public Transit,69588.0
48,Doctorate,Finance,0,Urban,36,Single,Part-Time,1,Rent,Apartment,Male,Public Transit,71934.0
61,Bachelor'S,Technology,5,Rural,39,Married,Self-Employed,3,Own,Apartment,Male,Public Transit,73806.0
48,Master'S,Technology,0,Urban,43,Married,Self-Employed,1,Rent,Apartment,Female,Public Transit,69278.0
40,Bachelor'S,Healthcare,5,Urban,37,Married,Full-Time,1,Rent,Single-Family Home,Female,Biking,934501.0
65,Bachelor'S,Healthcare,2,Suburban,40,Married,Self-Employed,4,Own,Townhouse,Male,Car,47148.0
37,Doctorate,Others,2,Urban,24,Divorced,Full-Time,7,Rent,Single-Family Home,Female,Walking,71346.0
32,Bachelor'S,Finance,0,Urban,45,Married,Self-Employed,2,Own,Apartment,Female,Car,2260197.0
40,High School,Healthcare,1,Urban,1,Married,Full-Time,4,Own,Single-Family Home,Male,Public Transit,218535.0
45,Doctorate,Others,0,Urban,0,Married,Part-Time,5,Own,Single-Family Home,Male,Walking,72578.0
33,Master'S,Healthcare,0,Suburban,45,Single,Part-Time,1,Own,Single-Family Home,Male,Car,68258.0
54,Bachelor'S,Technology,3,Urban,2,Single,Full-Time,2,Own,Apartment,Male,Car,250871.0
38,Doctorate,Healthcare,0,Urban,28,Married,Part-Time,2,Rent,Townhouse,Female,Public Transit,72030.0
32,Bachelor'S,Others,0,Suburban,13,Married,Self-Employed,7,Own,Single-Family Home,Male,Walking,74864.0
34,Bachelor'S,Others,0,Urban,44,Single,Full-Time,6,Own,Townhouse,Female,Walking,65694.0
65,Bachelor'S,Technology,1,Urban,33,Married,Full-Time,2,Own,Apartment,Male,Car,66720.0
54,High School,Education,3,Urban,21,Married,Part-Time,1,Rent,Apartment,Female,Public Transit,838705.0
30,Bachelor'S,Technology,4,Suburban,35,Married,Part-Time,1,Rent,Apartment,Female,Biking,88269.0
36,High School,Finance,4,Suburban,14,Married,Full-Time,6,Own,Apartment,Male,Car,72268.0
47,High School,Healthcare,4,Urban,36,Single,Part-Time,3,Rent,Apartment,Female,Public Transit,73354.0
62,Bachelor'S,Education,4,Suburban,9,Divorced,Self-Employed,4,Rent,Townhouse,Male,Public Transit,195659.0
35,Bachelor'S,Finance,3,Suburban,8,Married,Full-Time,4,Own,Single-Family Home,Male,Car,69138.0
31,High School,Education,0,Rural,45,Married,Part-Time,7,Own,Apartment,Male,Car,161846.0
53,Doctorate,Healthcare,4,Urban,34,Married,Part-Time,1,Own,Apartment,Male,Car,75408.0
53,Bachelor'S,Technology,0,Suburban,45,Single,Full-Time,7,Own,Single-Family Home,Female,Walking,74594.0
37,High School,Finance,4,Urban,41,Single,Self-Employed,7,Rent,Single-Family Home,Male,Public Transit,66930.0
65,Bachelor'S,Others,1,Suburban,16,Single,Full-Time,5,Own,Apartment,Female,Walking,2890510.4000000004
36,Master'S,Healthcare,0,Urban,45,Single,Part-Time,6,Own,Apartment,Female,Public Transit,69438.0
62,Bachelor'S,Technology,3,Urban,17,Married,Full-Time,2,Rent,Single-Family Home,Male,Biking,1189511.0
61,High School,Education,5,Suburban,45,Married,Full-Time,1,Rent,Apartment,Male,Car,70092.0
24,High School,Healthcare,1,Suburban,24,Single,Full-Time,1,Rent,Townhouse,Male,Car,65104.0
61,Bachelor'S,Technology,5,Urban,34,Married,Full-Time,1,Own,Townhouse,Male,Public Transit,66356.0
65,Bachelor'S,Healthcare,1,Urban,15,Single,Self-Employed,2,Own,Single-Family Home,Female,Car,72542.0
21,Bachelor'S,Healthcare,3,Urban,45,Married,Full-Time,7,Own,Apartment,Female,Public Transit,70060.0
51,Master'S,Finance,1,Urban,44,Single,Part-Time,2,Own,Single-Family Home,Male,Public Transit,174297.0
19,High School,Technology,0,Urban,45,Married,Self-Employed,6,Rent,Apartment,Female,Car,69868.0
22,Master'S,Others,2,Urban,24,Married,Full-Time,1,Rent,Townhouse,Male,Public Transit,2890510.4000000004
27,Master'S,Education,2,Urban,15,Single,Self-Employed,3,Own,Single-Family Home,Male,Walking,74212.0
49,Master'S,Technology,4,Urban,40,Married,Full-Time,4,Own,Townhouse,Female,Public Transit,713409.0
59,Doctorate,Education,4,Urban,23,Married,Full-Time,6,Own,Single-Family Home,Female,Public Transit,73400.0
58,Master'S,Healthcare,0,Rural,11,Married,Part-Time,3,Rent,Single-Family Home,Female,Public Transit,151382.0
30,Bachelor'S,Others,3,Urban,34,Single,Self-Employed,3,Rent,Single-Family Home,Male,Biking,2025740.0
56,Bachelor'S,Finance,0,Urban,8,Single,Full-Time,1,Rent,Single-Family Home,Female,Biking,2890510.4000000004
22,Bachelor'S,Education,4,Suburban,45,Married,Part-Time,7,Own,Townhouse,Female,Car,66030.0
27,Master'S,Finance,1,Urban,36,Married,Full-Time,2,Rent,Apartment,Male,Car,67784.0
27,Bachelor'S,Others,5,Urban,31,Married,Part-Time,4,Rent,Apartment,Male,Car,65244.0
55,High School,Healthcare,0,Urban,18,Single,Part-Time,3,Rent,Apartment,Male,Walking,68418.0
44,High School,Healthcare,0,Urban,21,Married,Part-Time,5,Own,Townhouse,Male,Public Transit,66270.0
65,Master'S,Healthcare,3,Urban,44,Single,Self-Employed,2,Rent,Apartment,Male,Biking,72390.0
38,Master'S,Others,4,Urban,33,Married,Self-Employed,7,Own,Single-Family Home,Male,Biking,70684.0
25,Bachelor'S,Healthcare,0,Rural,18,Divorced,Full-Time,6,Own,Apartment,Female,Public Transit,1355958.0
18,High School,Education,1,Urban,45,Married,Full-Time,2,Own,Single-Family Home,Male,Car,74294.0
45,Bachelor'S,Technology,5,Suburban,11,Married,Part-Time,4,Rent,Apartment,Male,Public Transit,72922.0
65,High School,Technology,1,Urban,17,Single,Self-Employed,4,Own,Single-Family Home,Female,Public Transit,74852.0
56,Bachelor'S,Finance,2,Urban,4,Single,Full-Time,4,Own,Townhouse,Female,Public Transit,74448.0
31,Bachelor'S,Education,4,Urban,25,Single,Full-Time,1,Own,Apartment,Female,Biking,2890510.4000000004
38,Doctorate,Technology,1,Urban,26,Married,Self-Employed,2,Rent,Apartment,Female,Car,74758.0
47,Bachelor'S,Others,3,Suburban,19,Married,Full-Time,1,Own,Apartment,Male,Public Transit,626365.0
38,Bachelor'S,Healthcare,5,Urban,7,Single,Full-Time,1,Own,Apartment,Male,Biking,556346.0
65,Master'S,Healthcare,4,Urban,15,Single,Full-Time,7,Rent,Apartment,Male,Biking,48535.0
26,Bachelor'S,Finance,1,Urban,1,Married,Part-Time,1,Own,Single-Family Home,Male,Car,2890510.4000000004
34,High School,Finance,0,Urban,44,Single,Full-Time,7,Rent,Apartment,Female,Public Transit,70468.0
22,Bachelor'S,Education,4,Suburban,0,Single,Part-Time,2,Rent,Single-Family Home,Female,Public Transit,75198.0
48,Master'S,Healthcare,1,Suburban,4,Single,Full-Time,6,Own,Apartment,Male,Public Transit,2890510.4000000004
65,Bachelor'S,Finance,0,Suburban,30,Single,Part-Time,5,Own,Single-Family Home,Male,Public Transit,68280.0
57,Bachelor'S,Technology,2,Urban,22,Single,Full-Time,3,Own,Single-Family Home,Female,Biking,68220.0
55,Doctorate,Others,5,Urban,20,Married,Full-Time,2,Own,Single-Family Home,Female,Public Transit,69942.0
60,Master'S,Finance,4,Urban,11,Married,Part-Time,7,Rent,Single-Family Home,Female,Public Transit,522930.0
36,Bachelor'S,Healthcare,4,Urban,3,Married,Full-Time,2,Rent,Single-Family Home,Female,Public Transit,70344.0
53,Master'S,Finance,1,Urban,36,Married,Part-Time,4,Rent,Apartment,Male,Car,2890510.4000000004
65,Master'S,Healthcare,2,Rural,10,Married,Self-Employed,3,Own,Single-Family Home,Female,Car,72104.0
50,Doctorate,Others,3,Rural,41,Single,Full-Time,4,Own,Apartment,Male,Public Transit,66698.0
30,Doctorate,Finance,1,Rural,39,Single,Full-Time,5,Own,Apartment,Female,Public Transit,427771.0
31,Bachelor'S,Technology,1,Urban,8,Single,Full-Time,6,Own,Apartment,Male,Walking,67388.0
50,Bachelor'S,Technology,3,Urban,25,Married,Full-Time,1,Own,Apartment,Female,Public Transit,70110.0
46,High School,Healthcare,3,Suburban,38,Single,Part-Time,4,Own,Single-Family Home,Male,Public Transit,66132.0
60,Bachelor'S,Healthcare,3,Suburban,26,Married,Full-Time,5,Rent,Townhouse,Female,Biking,2890510.4000000004
65,Master'S,Education,5,Suburban,28,Married,Full-Time,3,Own,Apartment,Female,Biking,2890510.4000000004
53,Master'S,Finance,3,Urban,45,Married,Full-Time,1,Own,Apartment,Female,Public Transit,65934.0
61,Bachelor'S,Technology,3,Suburban,42,Single,Part-Time,5,Own,Townhouse,Male,Public Transit,72294.0
27,Bachelor'S,Healthcare,0,Urban,45,Married,Part-Time,4,Own,Apartment,Female,Biking,65484.0
48,Bachelor'S,Finance,0,Urban,24,Married,Full-Time,5,Own,Single-Family Home,Male,Biking,161568.0
23,Bachelor'S,Healthcare,3,Suburban,17,Single,Part-Time,5,Own,Apartment,Male,Car,382816.0
18,Master'S,Finance,5,Urban,29,Single,Part-Time,7,Rent,Single-Family Home,Male,Car,2890510.4000000004
24,Bachelor'S,Technology,5,Urban,7,Single,Full-Time,7,Own,Apartment,Male,Public Transit,2890510.4000000004
44,High School,Technology,2,Urban,1,Married,Part-Time,1,Rent,Single-Family Home,Male,Public Transit,74644.0
38,Bachelor'S,Healthcare,5,Urban,21,Married,Self-Employed,2,Rent,Single-Family Home,Female,Biking,1395972.0
45,High School,Others,2,Urban,20,Single,Part-Time,5,Own,Townhouse,Male,Public Transit,64912.0
33,Doctorate,Healthcare,3,Urban,38,Married,Full-Time,1,Own,Townhouse,Male,Car,72448.0
63,Bachelor'S,Healthcare,5,Urban,25,Married,Full-Time,6,Own,Apartment,Female,Car,75370.0
40,Master'S,Technology,0,Urban,28,Married,Part-Time,6,Rent,Townhouse,Female,Public Transit,67186.0
65,High School,Others,2,Suburban,4,Single,Full-Time,1,Own,Apartment,Female,Biking,75278.0
37,High School,Healthcare,0,Urban,45,Divorced,Part-Time,3,Own,Apartment,Female,Public Transit,68038.0
55,Bachelor'S,Finance,1,Suburban,13,Single,Part-Time,3,Rent,Apartment,Female,Public Transit,154390.0
42,Master'S,Finance,0,Urban,34,Single,Self-Employed,2,Own,Single-Family Home,Male,Car,64908.0
45,Bachelor'S,Technology,3,Urban,5,Married,Full-Time,4,Rent,Townhouse,Female,Public Transit,274124.0
22,High School,Technology,5,Urban,22,Single,Part-Time,5,Own,Apartment,Female,Public Transit,2890510.4000000004
38,High School,Education,5,Urban,16,Married,Full-Time,5,Own,Single-Family Home,Female,Biking,2730353.0
35,Bachelor'S,Education,4,Suburban,23,Single,Full-Time,1,Own,Single-Family Home,Male,Biking,2890510.4000000004
64,High School,Technology,3,Urban,39,Married,Full-Time,1,Own,Townhouse,Male,Public Transit,70564.0
23,Bachelor'S,Healthcare,1,Rural,28,Married,Full-Time,1,Own,Apartment,Male,Biking,2890510.4000000004
46,Bachelor'S,Technology,5,Urban,29,Married,Full-Time,6,Rent,Townhouse,Male,Car,71074.0
36,High School,Healthcare,0,Rural,23,Married,Full-Time,3,Own,Apartment,Female,Car,812964.0
50,High School,Technology,2,Urban,34,Single,Part-Time,6,Rent,Townhouse,Male,Biking,2890510.4000000004
18,High School,Technology,3,Urban,45,Single,Full-Time,6,Own,Single-Family Home,Female,Public Transit,70050.0
62,Doctorate,Others,5,Urban,36,Married,Full-Time,1,Own,Apartment,Female,Public Transit,72992.0
20,Bachelor'S,Technology,2,Urban,45,Married,Part-Time,2,Own,Townhouse,Male,Biking,38415.0
59,Master'S,Healthcare,0,Urban,1,Married,Part-Time,1,Own,Single-Family Home,Female,Walking,917587.0
38,High School,Healthcare,5,Urban,20,Divorced,Full-Time,4,Own,Single-Family Home,Female,Walking,75302.0
52,Master'S,Technology,1,Urban,39,Married,Self-Employed,6,Rent,Apartment,Male,Public Transit,74578.0
58,High School,Technology,3,Suburban,40,Married,Part-Time,1,Rent,Apartment,Male,Public Transit,55951.0
57,Bachelor'S,Technology,2,Suburban,4,Married,Full-Time,7,Own,Single-Family Home,Male,Public Transit,2890510.4000000004
20,Master'S,Technology,5,Urban,34,Single,Full-Time,5,Own,Single-Family Home,Male,Car,68978.0
42,Master'S,Finance,3,Urban,43,Married,Part-Time,5,Rent,Single-Family Home,Female,Public Transit,71988.0
62,Master'S,Others,5,Urban,34,Married,Part-Time,7,Rent,Single-Family Home,Male,Public Transit,42938.0
55,Master'S,Healthcare,3,Suburban,18,Single,Self-Employed,1,Rent,Apartment,Male,Public Transit,904118.0
62,High School,Finance,2,Urban,15,Divorced,Full-Time,5,Own,Apartment,Female,Public Transit,66284.0
37,Bachelor'S,Healthcare,1,Urban,24,Single,Part-Time,7,Rent,Townhouse,Male,Walking,2568510.0
65,Bachelor'S,Education,3,Urban,15,Married,Part-Time,1,Own,Single-Family Home,Female,Car,2519929.0
61,Master'S,Technology,1,Urban,30,Single,Part-Time,6,Own,Single-Family Home,Female,Public Transit,72992.0
62,High School,Technology,1,Urban,32,Married,Full-Time,1,Rent,Single-Family Home,Male,Biking,67648.0
51,Master'S,Education,0,Urban,16,Married,Full-Time,6,Own,Apartment,Male,Car,70110.0
